séisme	0.8719915982660409
époque	0.9844426883199766
troc	0.9160663109795875
investisseur	0.022450885211460554
ovation	0.984592638476078
pont	0.7983899989509474
butte	0.9856278818632396
cylindre	0.9061114896417896
câpre	0.9904741700687453
gouffre	0.9648773220388484
drosophile	0.8675801509968619
enseignant	0.03550688644681672
méthane	0.9806667599346285
programme	0.740780550411092
acajou	0.9457143709099585
consigne	0.9854928431665599
marqueur	0.8551909116585135
dopage	0.9569509310324144
gazon	0.9221293020828342
quittance	0.9843435739079871
ride	0.8670514464900162
groupuscule	0.06056905134095829
vertèbre	0.9811785536663254
scoop	0.6174620501694863
disqualification	0.9861113963089121
immobilité	0.988011035497494
écouteur	0.4111130539450857
médecin	0.03152571698303483
palier	0.8442155415054761
apôtre	0.031091350240823577
guillotine	0.9819829170543929
autoradio	0.9808803377330436
empereur	0.2113960715086788
assaut	0.6880987226310037
urbanisme	0.7812844885577191
coke	0.9893286445985713
baron	0.048768343587707014
joyau	0.3340212446469618
venin	0.8646341067313671
dimanche	0.7503456645535296
épiderme	0.8924664071412608
répulsion	0.9900250890982144
déferlement	0.971017689415935
cerisier	0.6090823670832004
balai	0.7108733629921391
concitoyen	0.01640609566128771
entraîneur	0.0866637677058089
instruction	0.9855016061497024
modernisme	0.8888384598951032
accusation	0.9599601502029775
preuve	0.9879361576465356
lourdeur	0.9866526692218844
module	0.8082447793727825
acquisition	0.9905300382096281
revolver	0.6784906949393225
fumée	0.9904982157097366
contribution	0.985241665942473
vendredi	0.8126880256953335
kit	0.9285731147472674
chemise	0.9860417487155672
tablette	0.9864404333296788
narration	0.9856182065951642
revendication	0.9809572628206037
facturation	0.9896516921655181
cumin	0.9906821905069256
diffamation	0.9880197140522335
action	0.9856166066301849
assaillant	0.036698200038719604
fertilité	0.9907248482485504
décennie	0.9919382082528893
argile	0.990580433926465
phénotype	0.866645746308319
épilepsie	0.9860735626752807
pôle	0.5078274701064517
garagiste	0.16860535300325202
aveuglement	0.8168609382625599
aviateur	0.020627369750365922
grossesse	0.9896291221788772
soupçon	0.7857436800658301
vidéothèque	0.9807833243380574
poésie	0.9760227884640337
enveloppe	0.9874072066740943
marquis	0.07252377965042443
présentoir	0.7501457377103705
frigo	0.9440672350509958
hymne	0.5306112842700625
embarquement	0.867946725855792
cécité	0.9878186175638208
aviron	0.9864872475723762
gomme	0.9882139218542187
conso	0.9720896156699521
pacs	0.7862045575389016
détachement	0.7961265473572313
ennui	0.549692816568995
lamentation	0.9769122528303095
vidéoprojecteur	0.8961253253734942
réfectoire	0.9197661279923757
tresse	0.9698378653782446
brocante	0.9866783601741925
horloge	0.9832484020813497
