pacs	0.026822754040474885
vertèbre	0.014453782545074088
garagiste	0.012044838954059344
détachement	0.02580751320364691
instruction	0.16489350008063733
argile	0.7621641086755291
concitoyen	0.0055733090577023406
médecin	0.004917878189525965
répulsion	0.7843606985062817
pôle	0.0040687146167981796
vendredi	0.008860646587649752
investisseur	0.004200339014478162
scoop	0.014099110977203256
balai	0.005325495337455873
accusation	0.06514594473952091
coke	0.6452029441246471
quittance	0.0074250301162482706
troc	0.050587052236315454
ovation	0.18025415985071552
apôtre	0.004604344571133427
assaut	0.011553708942774325
cerisier	0.00740522931257531
chemise	0.039139651270801615
épilepsie	0.8509804629739425
tresse	0.01613621336515638
preuve	0.07099854562296076
brocante	0.34917699547704284
autoradio	0.06369040705914229
fumée	0.29518178236354187
câpre	0.01642461809197041
narration	0.28507063442324015
immobilité	0.9463732152847109
embarquement	0.10634014824925674
gomme	0.3529746275250503
empereur	0.01044785421556986
épiderme	0.035441452780827
drosophile	0.020974998041536748
guillotine	0.1171120951695333
phénotype	0.0059018706449751965
cylindre	0.0038201855476105986
gouffre	0.012214591554025217
soupçon	0.009695511613928773
aveuglement	0.11936553584420997
facturation	0.5512280474730678
enveloppe	0.07138483958539008
ennui	0.01634537546346308
frigo	0.021354316547752834
poésie	0.014274791711947203
kit	0.006393031659721779
tablette	0.025251331910530098
horloge	0.16615281365464937
époque	0.16125517446491072
marquis	0.011105307084341803
butte	0.015914107246563686
urbanisme	0.8441860353882525
fertilité	0.9705987312885612
dimanche	0.010232458807315417
vidéoprojecteur	0.013635957211453062
aviateur	0.005831125762825603
pont	0.007993639072554822
décennie	0.008265331777585695
revolver	0.008171861952756083
disqualification	0.34487759441522364
ride	0.007969971992438893
joyau	0.004670939835675991
lourdeur	0.1371061126243436
déferlement	0.010603625560077752
écouteur	0.005447624406221736
réfectoire	0.010052800929971361
gazon	0.0242805103880449
séisme	0.00642091390416234
aviron	0.5440782799968414
groupuscule	0.0049594005608392154
palier	0.00527725815832791
baron	0.006011144577323992
revendication	0.028355748726310373
méthane	0.9067442254863914
diffamation	0.31959403711042217
lamentation	0.03931699737813261
entraîneur	0.01041626421502335
conso	0.06980608950960902
dopage	0.20874430015895135
vidéothèque	0.029037560789612536
présentoir	0.005248984164905224
modernisme	0.26243259573952743
module	0.003944296651729662
marqueur	0.006285614825123145
action	0.12131355387806345
acquisition	0.3709128007407616
hymne	0.010771813213840247
venin	0.015507244545718005
cécité	0.7713929231268202
assaillant	0.0045696804818436175
contribution	0.03523954993549942
programme	0.0051319693542162355
grossesse	0.16577665779727563
enseignant	0.004334660054131577
cumin	0.9538749362516867
acajou	0.6840147747447424
consigne	0.017029995123520013
